115,278,430,406,536,589,634,443,437,727,712,680,820,914,882,781,924,1026,1041,996,1196,1107,1235,1327,1174,1442,1516,1515,1581,1628,1728,1799,1858,2001,2098,2297,2189,2433,2527,3068,3154,3167,3030,3627,3518,3588,3966,3855,3815,4540,3643,4965,4172,6036,6011,4848,7128,6899,6776,7363,6578,7626,8665,8823,9261,9580,9730,9370,9340,9296,9834,11184,10355,10149

